genus	FMT102	FMT103	FMT104	FMT105	FMT106	FMT107	FMT108	FMT109	FMT110	FMT111	FMT112	FMT113	FMT114	FMT115	FMT116	FMT117	FMT118	FMT119	FMT120	FMT121	FMT122	FMT123	FMT124	FMT125	FMT126	FMT127	FMT128	FMT129	FMT130	FMT131	FMT132	FMT133	FMT134	FMT135	FMT136	FMT137	FMT138	FMT139	FMT141	FMT142	FMT143	FMT144	FMT145	FMT146	FMT147	FMT148	FMT149	FMT150	FMT151	FMT152	FMT153	FMT154	FMT155	FMT156	FMT157	FMT158	FMT159	FMT161	FMT163	FMT164	FMT165	FMT166	FMT167	FMT168	FMT169	FMT170	FMT171	FMT172	FMT173	FMT174	FMT175	FMT177	FMT178	FMT180	FMT181	FMT182	FMT183	FMT184	FMT185	FMT186	FMT188	FMT189	FMT190	FMT191	FMT192	FMT193	FMT194	FMT195	FMT196	FMT201
Bilophila	0.0	0.0	0.0	5.06717396094686e-06	1.13176414132716e-06	9.92951834142538e-08	1.1092707236185e-06	1.2912235052904e-06	1.09945684540531e-06	4.72321936994863e-07	7.1536493883464e-07	0.0	1.57394033572095e-07	1.29666527251147e-07	2.63575983863582e-07	6.24824207371108e-07	8.25832069928586e-08	1.81186447110148e-07	1.09226822453038e-06	0.0	0.0	9.60984801933699e-07	1.22557656706353e-07	4.27970178221159e-08	2.103192537553718e-07	2.166323606065599e-07	4.937502261511411e-07	0.0	0.0	2.68535050657675e-07	0.0	2.574483568750777e-07	0.0	4.99223485824025e-08	0.0	0.0	0.0	0.0	1.55901058899173e-06	2.66308671597738e-07	3.65936895968068e-07	0.0	6.68294012303956e-07	1.52188589210751e-07	3.33888523843662e-07	5.90573306616121e-07	4.20597443224916e-07	3.75028271884849e-07	9.66573389570319e-07	1.95299269439825e-07	2.27592221666229e-07	4.5639158870176e-07	6.64220217528101e-07	1.16996968117137e-07	4.5092385953056e-07	0.0	1.08286473978488e-07	0.0	0.0	0.0	0.0	9.576657430517491e-08	2.93673904999499e-08	3.293914244058714e-07	4.22161156692354e-07	3.83960674881498e-07	7.884149138379131e-07	3.70229185166007e-08	6.04035288184295e-08	5.33407157227979e-08	4.15806393662945e-08	2.49660336520422e-07	3.40570834886682e-08	1.94387297794289e-06	2.31240588744932e-06	1.36684077277892e-06	1.04042199632354e-07	1.25447232097252e-07	5.24303445866254e-07	3.99307810874295e-07	2.406142204645982e-07	1.342558405868917e-07	3.00474234944174e-07	1.04623443033706e-07	6.02829730634861e-07	4.17385675429916e-07	4.01851774742227e-07	5.68077999372833e-07	3.94334646272027e-07	2.57527797020603e-07
Blastocystis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.45428863378086e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blautia	1.7458058652108372e-05	5.914666841216292e-06	2.992103275667163e-06	5.5108105288826955e-05	3.0116430146212744e-05	4.16945860894856e-08	7.519550330767058e-05	4.111504280736166e-05	4.969991628313784e-05	3.269457406558279e-05	3.950678422887687e-05	6.133384066986374e-06	1.6737989675081794e-05	5.405083826023732e-06	5.5506610334718326e-06	1.761054754749503e-05	4.702762689729337e-06	4.0493614773788395e-05	6.396501161211695e-05	2.4020000194025074e-05	3.90173191727135e-05	5.600364039449212e-05	1.328998906411703e-05	1.2677410220333138e-05	8.235955174196368e-06	1.852215000517534e-05	1.5944610581109126e-05	2.6848037062294495e-05	4.9036462187197785e-05	1.729738893141426e-05	1.1424943437062539e-05	8.464816231351084e-06	9.750917258352554e-06	1.5398677170724467e-05	7.926149923560791e-06	1.07514034961613e-05	8.536835500364243e-06	9.854712953158068e-06	7.730571703245006e-06	2.4220965551663927e-05	2.9415295325213427e-05	1.635706883163708e-05	3.6563706737332646e-05	2.838988379206389e-05	4.190738429997925e-05	0.00010691393380828246	5.008112669552546e-05	3.748456164702804e-05	2.697674957324047e-05	8.564905967230972e-06	1.13135014150821e-05	1.9989103095980688e-05	0.0001663027597637199	1.744529326833586e-05	1.6604526728409413e-05	1.5708779104437282e-05	1.9205401188647875e-05	2.001571509390368e-05	2.674871691998753e-05	9.709417772076763e-05	9.481035169053914e-06	8.637099947887615e-06	2.6293496272986007e-05	6.99495366016033e-06	5.116031224607511e-06	2.4110736590694202e-05	1.5774016205064256e-05	2.437079263919632e-05	1.0552098878774383e-05	1.4470398339486293e-05	3.43390434193227e-05	2.4537437135409436e-05	4.990785292525254e-05	2.0947616407591576e-05	1.2987358065665034e-05	1.821810798110507e-05	1.0639676862643028e-05	2.882724630923524e-05	2.5249678259964653e-05	7.771065893111465e-06	3.067321150590846e-05	4.767896784838887e-05	2.0750446199463814e-05	3.006847361716389e-05	1.9807794119346763e-05	9.009218151842476e-06	2.4297341079116473e-05	1.8904348780606624e-05	2.492386637050592e-05	2.0619149672818143e-05
Butyricicoccus	0.0	0.0	0.0	1.45374846819324e-07	7.097061937544375e-06	0.0	0.0	2.2088218238425725e-06	3.161639579594069e-06	1.0593935227979112e-06	1.741776102791397e-06	0.0	8.45051194648931e-07	2.79205786988893e-08	4.32572278443306e-08	3.67008399827457e-07	7.284824413375858e-07	0.0	0.0	0.0	0.0	4.398104844488942e-07	0.0	6.52335821535722e-07	1.1040344210249e-06	1.15314234503969e-06	2.26309684881545e-06	2.29069988177009e-06	2.44940679172202e-07	2.04750674583271e-06	1.0893854991388436e-06	6.40942433012284e-07	2.39249516296275e-07	1.14735607181297e-06	1.901009902444433e-06	8.881374230946249e-07	1.523791539002481e-06	2.3423177425203008e-06	1.72957253571093e-06	2.69773192067645e-06	1.33116547849663e-06	3.11681675851228e-07	6.682611582198575e-07	3.5675278205248007e-06	2.73853596988615e-06	0.0	1.1654600177905e-06	4.332621916952419e-07	5.29312686266479e-07	4.560408711105957e-07	2.226848600522111e-06	1.6386327628554452e-06	0.0	3.53067719490366e-06	5.1285674736219055e-06	1.928183972589247e-06	2.220685643833746e-06	1.2368265771755765e-06	2.261586434418109e-06	0.0	1.3887405292052e-06	5.72901371235212e-07	2.38323431317754e-07	6.67283898568363e-08	3.0315931605396413e-07	1.602847260525962e-07	9.247377797845817e-07	6.72879036181895e-07	1.160262036110339e-07	3.50047869334145e-07	7.41219360783991e-07	1.1744745162808e-07	2.51753214742179e-07	8.25444809862565e-07	1.34923295931929e-06	2.5335813440417454e-06	1.68968411895153e-06	2.32168502599576e-06	1.07590370676854e-06	6.80344283417334e-07	5.640874133880527e-06	2.116043878269595e-06	2.59434417484488e-06	1.61704644258822e-06	1.06447913638383e-06	5.02520829403738e-07	4.901031093691532e-07	4.225802632192037e-06	2.101217410923155e-06	2.21787235092013e-06
Butyricimonas	0.0	0.0	0.0	0.0	1.5499457790185702e-07	0.0	0.0	1.3873038628373052e-07	9.25097313539632e-08	9.97896736518886e-08	5.30802587127195e-08	6.84026151612878e-07	9.95251230935548e-08	5.64226783470531e-08	1.05913582608434e-07	3.92004026364985e-08	0.0	0.0	0.0	0.0	0.0	8.05116669693851e-08	0.0	0.0	0.0	0.0	2.03194185373362e-07	0.0	0.0	0.0	0.0	0.0	6.00998273367256e-08	0.0	0.0	0.0	0.0	0.0	6.388077705448925e-07	6.24845276478991e-08	3.82755397464464e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49910913485655e-08	0.0	0.0	0.0	1.72887875203422e-08	4.82248196196196e-08	2.43032656979588e-07	1.05520465600463e-08	1.01695902313997e-06	0.0	1.0305901815521e-07	9.98763969805433e-08	4.03222353732945e-07	1.12756813299092e-06	6.33331575937046e-07	5.38619870408056e-07	3.8045108395315e-07	5.6510673548491e-08	7.58621517255165e-08	3.59599979535463e-07	0.0	1.0761709413258e-07	9.73749242252675e-08	0.0	0.0	0.0	0.0	1.07326985957973e-07	1.16934475976884e-07	5.91612127770277e-08	1.13169786680502e-07	9.6831945910115e-08	7.69338405573714e-08	2.3577565852322547e-07	3.0233417438626453e-07	1.19913802184559e-07	0.0	2.44789282289827e-07	2.12856628077858e-07	1.16940166638084e-07
Campylobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.26338908630294e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Catabacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18044577528163e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.55974337337004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Catenibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2670423101391e-06	8.25644087696474e-06	1.89952273981499e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.63542768650384e-07	5.7959837910245e-06	6.10573851311695e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39655667837857e-06	7.13350406817597e-08	1.01413082847833e-06	8.48692953100037e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.82340644969744e-07	8.46418076589209e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Christensenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23536584319575e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36217209778577e-07	1.91730879269572e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cloacibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.15472202954803e-07	0.0	0.0	0.0	2.00979382913043e-08	1.71116061181773e-07	4.7067782841111e-08	4.96244682163702e-08	1.80484957985651e-07	7.24469983790443e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.09113679542846e-08	0.0	0.0	0.0	0.0	0.0	0.0	3.00912474658024e-08	0.0
Clostridium	2.64905328690213e-08	0.0	0.0	3.130604864446725e-07	5.49547558831285e-07	0.0	2.84512129739017e-06	2.411066931450652e-06	1.8853675928841912e-06	2.214190507752625e-06	3.0517929803460533e-06	0.0	1.6714934076374193e-06	2.0367947591519492e-07	5.512945170376169e-07	1.20520056339609e-07	6.58720546083669e-07	1.21592072939999e-06	1.49398177344486e-06	9.47821623419263e-07	4.90863386335375e-08	3.85996310253121e-06	4.0975556242594025e-06	1.746788179473192e-06	6.939173219679542e-07	7.36222640219471e-07	1.575577634432818e-06	2.68141366211211e-06	2.2886754827968063e-07	8.607679719903244e-07	1.7854712231522614e-06	1.94275238572672e-07	1.168295719733227e-06	5.21337169553808e-07	0.0	0.0	5.58973482248086e-07	2.83271459403055e-07	7.496842836424448e-07	5.758872764118793e-07	6.99002916976717e-07	1.657128934378497e-06	1.6345047757818189e-06	4.76136050480244e-06	5.3294615361571456e-06	0.0	1.157324520810545e-06	6.674010719343175e-07	5.421776698062909e-07	1.2405852115017356e-06	1.316736371686039e-06	1.758345775825462e-07	1.47689457181305e-07	2.699575577710468e-06	1.089221510526827e-06	2.1246007708130305e-06	1.6779890927082819e-06	1.311394620614639e-06	1.3263089544685172e-06	1.055095958490882e-06	6.133511141389643e-07	7.015836559715466e-07	4.5815684781535473e-07	3.0281346517469906e-06	2.1041173969985204e-06	7.679354570064368e-06	2.900892974206074e-06	3.07649784809087e-07	3.7689298390050534e-06	1.9975057768182517e-06	9.15405966159801e-07	8.946293745356299e-07	6.202799667238486e-07	1.0086048780005547e-06	1.0379414143913747e-06	1.2840083459312293e-06	3.696132561158563e-07	5.02856645831201e-07	1.3619410813830254e-06	8.38895461506834e-07	1.607252403304085e-06	2.4728904408823615e-06	1.229371063014432e-06	4.7150489240921e-07	1.2866590462856777e-06	5.80005478516411e-07	4.86516920253026e-07	1.218385114915991e-06	2.415205361834072e-06	1.135495422507883e-06
Colibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.95396397437738e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Collinsella	0.0	0.0	0.0	2.24826731692912e-05	6.206666782913475e-06	0.0	2.240824147045501e-05	5.7838472345974424e-06	1.2898586383620311e-05	6.27623982921666e-06	7.73145452855658e-06	1.18354979263429e-05	1.96961747411181e-05	1.52171059399174e-05	1.30895299733115e-05	1.5131195997708763e-05	1.6545740675008842e-05	0.0	0.0	0.0	0.0	7.19936235333055e-06	5.22822389743219e-06	1.0873139907661539e-05	1.6629242958315778e-05	2.870919306858396e-05	4.8308720831922725e-06	2.605860300414395e-05	2.6647428783251222e-05	9.186764846761381e-06	0.0	4.608797607704417e-06	8.693034036307274e-06	9.95071498219333e-06	0.0	8.722017439979625e-06	1.471759851261328e-05	6.61485987936126e-06	3.915443754939582e-06	1.7463708996509372e-05	8.075091895912327e-06	0.0	7.50198163627141e-06	9.6250731429019e-06	1.80007178386738e-05	0.0	7.71815021947975e-06	1.34705365222475e-05	1.49052227439943e-05	1.756415434062552e-05	2.063491629555285e-05	2.906799506001585e-05	2.724384131494e-08	1.17986098669778e-05	1.06272998106576e-05	4.27682496076264e-06	4.68741820212648e-06	1.024254987486332e-05	3.20716263062333e-06	1.27885704882261e-05	8.144584897265221e-06	5.6020748587527855e-06	1.3499777601737652e-05	1.78324300922614e-05	1.21933891522427e-05	1.17822636661211e-05	5.12071419659957e-06	1.9906777678932507e-05	5.3986212699575076e-05	1.0865210275743788e-05	1.7542904153710773e-05	2.0693674375478535e-05	1.4007893123459895e-05	1.0712621472187e-05	1.29293793157344e-05	2.04858922357385e-05	2.43617610225072e-05	2.76523414761103e-06	8.433782612208908e-06	1.20958842481904e-05	1.2169128395788401e-05	1.934109050278674e-05	5.9873942695687995e-06	3.05895635843083e-06	8.146870606651568e-06	5.55852362517434e-06	4.98037721329758e-06	9.48403653922621e-06	1.855373063960566e-05	6.594108137072795e-06
Comamonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1894974714542e-07	0.0	0.0	0.0	0.0	0.0	4.06491525604612e-08	2.07531351768134e-07	0.0
Coprobacillus	0.0	0.0	0.0	8.765595939699804e-06	3.8732621941645e-06	0.0	6.502603081617369e-07	4.1442953196775e-06	4.837265614562996e-06	3.96113768355147e-06	3.7773524781110903e-06	1.50724328597228e-08	0.0	1.30817809770932e-07	0.0	0.0	1.172082375362822e-06	0.0	0.0	0.0	0.0	5.3186567227178e-07	0.0	0.0	0.0	1.22214830469996e-07	1.7370723973939177e-06	2.081025916808548e-06	5.58157695007055e-06	3.63642602312342e-06	0.0	1.37560324997057e-06	5.15469778015242e-07	3.14369373626082e-06	0.0	0.0	7.08342400006082e-08	4.35668626187094e-08	0.0	4.79150533474665e-08	1.66228601674862e-07	6.66832607048702e-07	4.541263284636214e-07	7.819866779446652e-07	1.4523259912840648e-06	0.0	1.56992644467762e-06	2.884527147331478e-06	4.5547949159554776e-07	1.66777358438653e-07	6.47229071496528e-07	4.045211476521961e-06	0.0	4.21005372611863e-07	7.280121087415045e-07	3.16719447608941e-07	2.232054747243505e-07	4.546361210272584e-07	6.77459276647854e-07	7.152933248209283e-07	5.759889165265e-07	2.2144261137113516e-07	1.6278120512439619e-06	7.68758705634429e-08	8.13935767031491e-08	1.10306148558277e-07	0.0	7.79157466733991e-07	3.24829364287083e-07	3.92953942777714e-07	2.42740837897603e-06	1.9172300544534464e-06	6.05427179940484e-06	2.94165105207365e-06	2.023886796656613e-06	7.04590207244693e-07	1.0600008766047e-06	8.39561763871725e-07	1.16084981132297e-06	6.18284699402665e-07	8.49273189680707e-07	1.6306824323288497e-06	5.11823430086899e-07	9.300136067239362e-07	7.06254559534925e-07	1.080354143644269e-06	7.50494628419855e-07	6.06536061483989e-07	8.00096243582758e-07	5.06527735528348e-07
Coprobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.81341384961818e-08	0.0	4.80822217527016e-08	3.09574186463217e-08	0.0	0.0	0.0	0.0	0.0	3.37334231977742e-08	0.0	0.0	0.0	0.0	0.0	5.05024142304733e-08	0.0	0.0	0.0	3.83399022220672e-08	0.0	0.0	7.99009451587659e-08	3.27613750949301e-07	2.32949302414251e-07	1.399484670809186e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18231669163383e-07	6.63497281569492e-08	0.0	0.0	0.0	0.0	0.0	7.27526016012251e-08	0.0	0.0	0.0	1.29024684155376e-07	2.39912840141185e-08	0.0	0.0	0.0	0.0	1.0830951704117e-07	0.0	0.0	0.0	0.0	1.06773693571836e-07	3.22814992314106e-08	0.0	0.0	0.0	0.0	0.0	3.92896732486089e-08	0.0	0.0	6.14596835232059e-08	2.0210070571794e-07	0.0	4.16025925341391e-08	0.0	0.0	4.60564001019779e-08	4.62977762539184e-08	1.87890974095081e-07
Coprococcus	0.0	0.0	0.0	1.37189644332161e-05	3.729049303861466e-06	0.0	3.77048069746576e-07	3.74427292588834e-06	3.958424696906486e-06	3.442668382717856e-06	3.442077259191742e-06	0.0	1.589972434850492e-06	8.362943148419121e-07	4.976546194192571e-06	2.558889611841648e-06	1.1340852077052634e-06	0.0	0.0	0.0	0.0	5.144452014281052e-07	8.121322997368762e-07	6.902219704002527e-06	1.2362940517649342e-05	8.73076788248406e-06	3.224057309718232e-06	6.881458580367251e-06	4.307416852012367e-06	1.365475067964272e-05	1.36754232029618e-07	3.312983335243547e-06	1.882625103008304e-06	3.99901782462153e-06	2.8381727819478e-06	1.368079513559539e-07	8.46542103162041e-07	6.310348229039804e-07	7.928573154199999e-07	3.828375686062504e-06	4.892519837330066e-06	1.41157249973261e-06	2.849001176320193e-06	4.4389603846357716e-06	5.211063402137477e-06	1.10504335198681e-05	3.77915761770726e-06	4.355973487528234e-06	1.0275857482341125e-05	7.94616112608661e-08	1.8057160180501984e-06	1.20926185058587e-06	3.26917668608089e-07	7.450982933470755e-06	4.420041716646436e-06	7.643942675950208e-06	3.5404961880400447e-06	2.458329634015196e-06	2.049623503499163e-06	0.0	2.934494016222311e-06	2.8010368698633813e-06	2.026183688628019e-06	7.095652385364617e-06	2.06984072505699e-06	1.517074433926415e-05	1.39256947389203e-05	2.324115908262889e-06	2.116640725836814e-06	1.7623869669231882e-06	3.891414890216137e-06	5.302952493171755e-06	1.6824543205795847e-06	3.55537677884547e-06	3.67960896254804e-06	6.05201278788223e-06	2.27777432521522e-06	1.4021799669228785e-06	8.664996909593152e-06	1.9531082245719204e-05	1.205240024012067e-06	3.1177082810092417e-06	1.359414747454747e-05	1.4760360713694557e-06	7.402454053955433e-06	2.1794905777675996e-05	2.136259554524018e-05	1.201696164127937e-06	1.756527228258896e-06	1.2599235521074073e-05
Cryptobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.27285763418102e-08	1.7317599805833e-07	0.0	0.0	0.0	0.0	1.23612340601191e-07	9.39017904470431e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0129397974183e-06	0.0	0.0	0.0	0.0	0.0	1.88230318634116e-07	7.64316210232202e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15108254386636e-06	1.66941960177366e-06	1.76951734056433e-06	1.70635693936194e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dakarella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.26449306635749e-08	3.70074945324459e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16083125328239e-07	1.99532626992988e-07	0.0	0.0	0.0	3.20025270145726e-07	2.68607437925613e-07	4.94095942554139e-07	0.0	0.0	0.0	0.0	3.80589157851154e-07
Desulfovibrio	0.0	0.0	0.0	0.0	2.0440813810164e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.70232163849747e-07	1.12118646701233e-06	1.60300622922946e-07	0.0	0.0	0.0	0.0	6.82181609418486e-07	3.1649991414163e-07	0.0	0.0	0.0	1.63564264380526e-06	3.28293917433951e-08	5.48054076368405e-08	9.05286974863137e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31604758789495e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0447250122869e-06	1.38714257767502e-06	7.74202663462535e-07	1.3163125493008e-06	0.0	0.0	0.0	0.0	0.0	0.0	5.17237049259064e-07	5.62961336892946e-07	3.3892859988912e-07	1.97928947060451e-07	3.79816095286132e-07	3.03588920540927e-07	1.20472093048163e-06	1.02194628930938e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.59784191022167e-08	0.0	0.0	0.0	1.96081723630509e-07	0.0	1.16397073312239e-07	0.0	0.0	0.0	0.0	2.74295798495046e-07
Dialister	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.651164933126629e-07	1.45086416172984e-07	1.46818448432693e-07	0.0	0.0	0.0	6.73048736466315e-08	8.71864423198155e-07	0.0	5.17905350279493e-08	0.0	1.08436641673135e-05	1.52759048799864e-05	2.09775644073354e-05	4.98406629079636e-08	2.27180032516599e-06	2.87643729822997e-07	4.06520885501956e-06	0.0	0.0	0.0	1.01951448475443e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.40034602193254e-08	7.5784074814151e-06	1.94573318941084e-06	0.0	0.0	5.63916075915975e-06	4.84955811131673e-06	8.2648764202146e-06	1.40978481071431e-06	6.01255690440575e-06	7.6858231226952e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.40892650282838e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05499079716637e-05	1.36940713445618e-05	1.39849292117644e-05	1.36405796548871e-05	0.0	1.08426808528401e-06	2.84664403638357e-06	1.20623768753391e-08	0.0	1.95785311256647e-07	0.0	8.73820303775097e-07	2.44104438594294e-06	1.7138917093818e-06	0.0	0.0	1.43050962162484e-07
Dielma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.91075853315132e-07	0.0	0.0	0.0	0.0	0.0	0.0	6.11228393704367e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.33889031181663e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
